index,Speaker,Text,Domain-Intent,Rating 1,Rating 2,Rating 3,Rating 4,Rating 5,Domain,Intent,ConvID,TextLength
15194,USER,"Lets start over, my apologies. We were actually looking for a moderate priced hotel, with 0 stars and free parking, disregard everything said before this.",Hotel-Inform,3,2,3,3,,Hotel,Inform,663,154
15219,SYSTEM,The postcode is cb11dg.,Restaurant-Inform,,,,,,Restaurant,Inform,664,23
15227,SYSTEM,I have both the Autumn House and the Allenbell. They are both guesthouses on the east side of town with a 4 star rating. Should i book one for you?,Hotel-Inform,,,,,,Hotel,Inform,664,147
15278,USER,How about Italian food?,Restaurant-Inform,3,2,3,,,Restaurant,Inform,666,23
15289,SYSTEM,"I have a taxi that can take you from the Kings Hedges Pool to the restaurant, arriving there by your reservation time of 16:45. Will that work for you?",Taxi-Inform,,,,,,Taxi,Inform,666,151
15343,SYSTEM,Of course. The alexander bed and breakfast is located at 56 saint barnabas road with a phone number of 01223525725. Would you like to make a reservation?,Hotel-Inform,,,,,,Hotel,Inform,668,153
15354,USER,I don't need parking.,Hotel-Inform,3,3,3,,,Hotel,Inform,669,21
15375,SYSTEM,finches bed and breakfast is a guesthouse in the cheap range. huntingdon marriott hotel is in the expensive range and the cambridge belfry is a hotel in the cheap range.,Hotel-Inform,,,,,,Hotel,Inform,670,169
15390,USER,It is leicester.,Train-Inform,3,3,4,3,,Train,Inform,670,16
15399,SYSTEM,Archway House is a moderately priced 4 star hotel in the North that offers free parking and internet. Would you like me to make a reservation?,Hotel-Inform,,,,,,Hotel,Inform,671,142
15418,USER,i need something cheap,Hotel-Inform,4,2,2,2,,Hotel,Inform,672,22
15488,USER,how about 1 nights.,Hotel-Inform,3,4,3,3,,Hotel,Inform,674,19
15512,USER,I also need a taxi.,Taxi-Inform,3,3,3,,,Taxi,Inform,675,19
15520,USER,"I'm sorry, there's someone talking here and getting me turned around. I'd like a taxi from the nightclub to the restaurant, early enough to make my reservation.",Restaurant-Inform,3,3,3,,,Restaurant,Inform,675,160
15529,SYSTEM,"There are 5 in that area. If I may, might I suggest The Fez Club. They have amazing music and a great atmosphere. The entrance fee is 5 pounds.",Attraction-Inform,,,,,,Attraction,Inform,676,143
15532,USER,"I'm sorry, I forgot we already made reservations at a restaurant. Can you give me the postcode and phone number to the Fez Club that you found?",Attraction-Inform,3,3,2,3,,Attraction,Inform,676,143
15561,SYSTEM,Allenbell is a guesthouse on the East side of town that is cheap. It has both free wifi and parking. Would you like more information or to book a room?,Hotel-Inform,,,,,,Hotel,Inform,677,151
15570,USER,"I'm sorry, I misspoke earlier. The Allenbell will be fine. Could you see if they have any rooms starting on Tuesday for 3 nights? There will be 8 people.",Hotel-Inform,2,2,2,2,,Hotel,Inform,677,153
15581,SYSTEM,"Out of the 21 restaurant choices, one is the Yippee Noodle Bar which is moderately priced in the centre of town. Would you like to make a reservation?",Restaurant-Inform,,,,,,Restaurant,Inform,678,150
15724,USER,How about chinese food?,Restaurant-Inform,3,3,2,,,Restaurant,Inform,684,23
15782,USER,"Actually, I need a train",Train-Inform,3,3,3,3,,Train,Inform,687,24
15831,SYSTEM,I show one called the PIZZA HUT FEN DITTON that serves Italian style food and is located on the east side in the Cambridge Retail Park Newmarket Road Fen Ditton,Restaurant-Inform,,,,,,Restaurant,Inform,689,160
15845,SYSTEM,They serve Indian food.,Restaurant-Inform,,,,,,Restaurant,Inform,689,23
15930,USER,Can you try chinese?,Restaurant-Inform,3,2,2,,,Restaurant,Inform,693,20
15986,USER,Mexican,Restaurant-Inform,3,3,3,,,Restaurant,Inform,695,7
16126,USER,I need to be there by 11:15 and I need a reservation for 5 people. Can you send me the reference number when you have made the reservations?,Train-Inform,3,3,3,,,Train,Inform,702,140
16178,USER,What about guesthouses?,Hotel-Inform,3,2,3,3,3,Hotel,Inform,705,23
16212,USER,How about a park instead?,Attraction-Inform,3,3,3,,,Attraction,Inform,706,25
16236,USER,How about Wednesday?,Restaurant-Inform,2,2,4,2,,Restaurant,Inform,707,20
16248,USER,How about european food?,Restaurant-Inform,3,3,2,3,,Restaurant,Inform,708,24
16291,SYSTEM,"The phone number for the abbey pool and astroturf pitch phone number is 01223902088. I am sorry, but they do not note if an entrance fee is required.",Attraction-Inform,,,,,,Attraction,Inform,710,149
16319,SYSTEM,I would recommend the Aylesbray Lodge guest house. It's moderately priced and located in the south with free wifi and parking. Would you like assistance booking there?,Booking-Inform,,,,,,Booking,Inform,711,167
16358,USER,How about a museum?,Attraction-Inform,3,3,2,,,Attraction,Inform,712,19
16366,USER,"No, I don't care.",Restaurant-Inform,3,2,3,,,Restaurant,Inform,713,17
16392,USER,Can you try chinese?,Restaurant-Inform,3,3,1,3,,Restaurant,Inform,714,20
16422,USER,I need free wifi as well.,Hotel-Inform,3,3,3,,,Hotel,Inform,715,25
16424,USER,How about a 4 star hotel?,Hotel-Inform,3,3,3,,,Hotel,Inform,715,25
16436,USER,How about on saturday?,Hotel-Inform,3,3,3,,,Hotel,Inform,715,22
16442,USER,That is correct,Train-Inform,3,3,3,,,Train,Inform,715,15
16450,USER,Do they have free wifi?,Hotel-Inform,3,3,3,,,Hotel,Inform,715,23
16458,USER,I'm going to Cambridge.,Train-Inform,3,3,3,,,Train,Inform,716,23
16466,USER,"I would like a guesthouse, rated 3 stars, in the north with free parking. I have 8 people and I want to stay for 5 nights starting on Friday.",Hotel-Inform,3,4,3,,,Hotel,Inform,716,141
16491,SYSTEM,Its entrance fee is free.,Attraction-Inform,,,,,,Attraction,Inform,717,25
16494,USER,"18:30, please.",Train-Inform,3,3,3,3,,Train,Inform,717,14
16629,SYSTEM,it is 138 perne road.,Hotel-Inform,,,,,,Hotel,Inform,723,21
16644,USER,In the centre please,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,725,20
16652,USER,does it have free wifi?,Hotel-Inform,3,3,2,3,,Hotel,Inform,725,23
16685,SYSTEM,"In the north we have riverboat georgina, milton country park, jesus green outdoor pool, and kings hedges learner pool. Do any of these sound good?",Attraction-Inform,,,,,,Attraction,Inform,726,146
16707,SYSTEM,"The El Shaddai is, indeed a cheaply priced guesthouse with free Wi-fi, according to our database. Perhaps they do both. May I make a reservation for you?",Hotel-Inform,,,,,,Hotel,Inform,727,153
16778,USER,"Sure, try for two days?",Hotel-Inform,2,3,3,,,Hotel,Inform,730,23
16816,USER,Can I get the next train?,Train-Inform,3,3,3,,,Train,Inform,732,25
16930,USER,"I need to book a taxi to commute between the two places, from the hotel to the restaurant. make sure it arrives the restaurant by the booked time",Taxi-Inform,3,3,3,,,Taxi,Inform,736,145
16940,USER,"no, I don't care",Restaurant-Inform,3,2,2,,,Restaurant,Inform,737,16
17076,USER,"I apologize, but can we go back to finding a place to go but I would like something preferably in the centre of town and how much it costs?",Restaurant-Inform,3,2,2,,,Restaurant,Inform,744,139
17077,SYSTEM,"The Vue Cinema is in the centre, but the entry fee is not listed. Perhaps you'd prefer All Saint's Church, which is renowned for its Architecture, and offers free admittance?",Attraction-Inform,,,,,,Attraction,Inform,744,174
17079,SYSTEM,"There are five Indian restaurants near the centre in the expensive price range. They are: curry garden, the golden curry, saffron brasserie, panahar, and curry king.",Restaurant-Inform,,,,,,Restaurant,Inform,744,165
17089,SYSTEM,"I apologize for the confusion. Currently, the taxi is set to depart Vue Cinema at 14:45 to go to Curry Garden. Does this need to be changed?",Taxi-Inform,,,,,,Taxi,Inform,744,140
17101,SYSTEM,Yes to both.,Hotel-Inform,,,,,,Hotel,Inform,745,12
17160,USER,How about a museum?,Attraction-Inform,3,4,3,,,Attraction,Inform,749,19
17163,SYSTEM,"Castle Galleries is located at unite su43, grande arcade, saint andrews street, 01223307402 and it is free. Can I help you with anything else?",Attraction-Inform,,,,,,Attraction,Inform,749,142
17177,SYSTEM,"Yes, it has free parking",Hotel-Inform,,,,,,Hotel,Inform,749,24
17190,USER,"yes, that is correct.",Train-Inform,4,3,4,,,Train,Inform,750,21
17208,USER,"Hmm, I kind of was looking for something 4 star rated with free wifi but in the moderate price range if possible. Do you have anything like that?",Hotel-Inform,3,3,3,,,Hotel,Inform,751,145
17214,USER,"Yeah, sorry. Any area is actually fine. I just want somewhere with 4 stars, moderately priced with wifi. Preferably a hotel, but guesthouse is ok if no hotels available.",Hotel-Inform,3,2,2,,,Hotel,Inform,751,169
17253,SYSTEM,"The Golden Curry is an expensive restaurant in the Centre of town, at Mill Road City Centre, CB12AZ. Their number is 01223329432. Would you like to book a reservation?",Restaurant-Inform,,,,,,Restaurant,Inform,753,167
17258,USER,"Thank you. If that one fails, Thursday would be good as well. Please provide the reference number. I also need a hotel, at least 1 star and include internet.",Hotel-Inform,3,3,3,,,Hotel,Inform,753,157
17264,USER,i prefer a hotel type.,Hotel-Inform,3,3,3,,,Hotel,Inform,753,22
17290,USER,sunday after 14:00,Train-Inform,3,3,3,,,Train,Inform,754,18
17314,USER,I need it for 5 nights.,Hotel-Inform,3,3,3,,,Hotel,Inform,754,23
17334,USER,Let's try 16:45 then.,Restaurant-Inform,3,3,2,3,,Restaurant,Inform,755,21
17416,USER,I need 6 tickets please.,Train-Inform,3,3,2,3,,Train,Inform,758,24
17439,SYSTEM,I can book it for you.,Booking-Inform,,,,,,Booking,Inform,759,22
17445,SYSTEM,it will take 79 minutes,Train-Inform,,,,,,Train,Inform,759,23
17457,SYSTEM,There are 7 guest houses in the same price range . Archway house and Arbury Guest House are on the same road. Would you like me to book one?,Hotel-Inform,,,,,,Hotel,Inform,760,140
17520,USER,"Sure, for Thursday.",Restaurant-Inform,3,3,3,,,Restaurant,Inform,763,19
17581,SYSTEM,It is a 79 minute trip.,Train-Inform,,,,,,Train,Inform,766,23
17597,SYSTEM,I would recommend The Autumn House. It's a cheap guesthouse in the east that is 4 rated. They offer free parking and wifi. Can I make you a reservation?,Booking-Inform,,,,,,Booking,Inform,767,152
17601,SYSTEM,"I'd be happy to help with that! Nandos is a Portuguese Restaurant. They have two locations, one in the south and one in the centre. Would you like to book one of them?",Restaurant-Inform,,,,,,Restaurant,Inform,767,167
17632,USER,"free parking, please.",Hotel-Inform,3,3,3,,,Hotel,Inform,768,21
17706,USER,I am looking for a hotel.,Hotel-Inform,3,3,4,,,Hotel,Inform,772,25
17766,USER,that should be moderate,Restaurant-Inform,3,3,3,,,Restaurant,Inform,774,23
17804,USER,How about Portuguese?,Restaurant-Inform,3,3,3,3,,Restaurant,Inform,776,21
17948,USER,What about for 3 nights?,Hotel-Inform,3,3,3,2,,Hotel,Inform,782,24
17981,SYSTEM,It is a museum.,Attraction-Inform,,,,,,Attraction,Inform,783,15
18026,USER,Yes how about 1 night,Hotel-Inform,3,3,3,,,Hotel,Inform,785,21
18044,USER,"Yes, four star please.",Hotel-Inform,3,3,4,3,,Hotel,Inform,786,22
18045,SYSTEM,I do happen to have one place that would fit your needs. It's the Aylesbray Lodge guest house. They have free parking and internet. Can I book a stay for you?,Hotel-Inform,,,,,,Hotel,Inform,786,158
18098,USER,"I am pretty sure i wont be in condition to drive if you know what i mean, need a taxi from the attraction to the restaurant, leaving at 05:15",Taxi-Inform,2,3,3,,,Taxi,Inform,788,141
18101,SYSTEM,Your taxi has been booked. You will be picked up at the Funky Fun House a 05:15. Please look out for a red volkswagen. The contact number is 07739352636.,Taxi-Inform,,,,,,Taxi,Inform,788,153
18140,USER,"i need expensive, please.",Restaurant-Inform,3,3,3,3,2,Restaurant,Inform,790,25
18169,SYSTEM,I would recommend churchhill college. It's free to enter. The address is storey's way. The post code is cb30ds. What area should the restaurant be in?,Attraction-Inform,,,,,,Attraction,Inform,791,150
18195,SYSTEM,cb58bs jesus lane,Attraction-Inform,,,,,,Attraction,Inform,792,17
18204,USER,Does it have wifi?,Hotel-Inform,2,3,3,,,Hotel,Inform,792,18
18230,USER,Please reread the rest of the conversation! It's not hard to keep up! The hotel is the Ashley hotel. You didnt give me the name of the restaurant,Restaurant-Inform,3,3,3,,,Restaurant,Inform,793,145
18256,USER,How about 2 nights ?,Hotel-Inform,3,2,3,,,Hotel,Inform,794,20
18258,USER,How about 3 nights?,Hotel-Inform,3,2,3,,,Hotel,Inform,794,19
18267,SYSTEM,The system is experiencing technical difficulties and bookings are unavailable. Please call the hotel to complete your booking. 01223363682. Anything else?,Hotel-Inform,,,,,,Hotel,Inform,794,155
18278,USER,What about colleges?,Attraction-Inform,2,2,2,,,Attraction,Inform,795,20
18281,SYSTEM,"Clare College is 2.50 pounds, phone number 01223333200, postcode cb21tl. Queens' college cost the same, phone 01223335511, postcode cb39et. Which do you prefer?",Attraction-Inform,,,,,,Attraction,Inform,795,160
18331,SYSTEM,"There are quite a few museums in the centre of town, would you be interested in the Primavera or Cambridge Contemporary Art? If not there are others i can suggest.",Attraction-Inform,,,,,,Attraction,Inform,797,163
18333,SYSTEM,"The Primavera is located at 10 King S Parade, postcode cb21sj. The phone no. is 01223357708. Admission is free! Can I help you with anything else?",Attraction-Inform,,,,,,Attraction,Inform,797,146
18414,USER,Yes I need you to confirm what time my reservation is and give me the reference number. I thought you said 13:30 originally didn't work. I'm getting confused.,Restaurant-Inform,3,4,3,,,Restaurant,Inform,801,158
18463,SYSTEM,The last train with ID TR3677 departing kings lynn to Cambridge on Wednesday will be the best option for you. It will depart by 17:11 and arrive by 17:58.,Train-Inform,,,,,,Train,Inform,803,154
18465,SYSTEM,They are 9.80 pounds each,Train-Inform,,,,,,Train,Inform,803,25
18486,USER,"Any attraction in the west is fine. Im new to the area, so anything that you recommend. I'll need to phoen and address of whatever you select.",Attraction-Inform,3,3,2,,,Attraction,Inform,804,142
18508,USER,That sounds good. Can you book the table for 7 people on Tuesday at 16:15? I also need a train departing from Cambridge that leaves after 11:30.,Restaurant-Inform,3,3,4,3,,Restaurant,Inform,805,144
18550,USER,Just one ticket please.,Train-Inform,3,2,3,,,Train,Inform,807,23
18600,USER,What is in the centre?,Attraction-Inform,3,3,3,,,Attraction,Inform,810,22
18601,SYSTEM,"There are still 44 entries including options like architecture, theatre, museums, concerthall, etc. Do you think you can narrow down your options a bit?",Attraction-Inform,,,,,,Attraction,Inform,810,152
