speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating
USER,Does this restaurant offer take out?,,4.0,3.0,3.0,3.0,3.0,,,3.2,89,8,3.29,6,Medium
SYSTEM,"Unfortunately, this establishment does not offer takeout service. How else can I help you today?",,,,,,,,,,89,9,,15,Medium
USER,Does saint johns chop house have free WiFi for customers?,,4.0,3.0,3.0,3.0,3.0,,,3.2,89,10,3.29,10,Medium
SYSTEM,"Yes, Saint Johns Chop House have free WiFi for customers. Is there anything else I can assist you with?",,,,,,,,,,89,11,,19,Medium
USER,"No, thank you, goodbye.",general-thank,3.0,3.0,3.0,2.0,3.0,general,thank,2.8,89,12,2.88,4,Medium
USER,OVERALL,,3.0,3.0,3.0,2.0,3.0,,,2.8,89,13,2.88,1,Medium
USER,"Hi I need a train to go to Norwich, I need to leave after 17:45.",Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,90,0,3.0,15,Medium
SYSTEM,Where are you departing from?,Taxi-Request,,,,,,Taxi,Request,,90,1,,5,Medium
USER,I'll be leaving from Cambridge on Tuesday.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,90,2,3.0,7,Medium
SYSTEM,"Okay, there is an 18:36 train that will arrive by 19:55. Just that sound good?",Train-Select,,,,,,Train,Select,,90,3,,15,Medium
USER,Does this train offer disability services?,,3.0,3.0,3.0,3.0,,,,3.0,90,4,3.0,6,Medium
SYSTEM,"Special travel assistance is available if needed, and trains are handicap-accessible. Does that sound like it will work for you?",,,,,,,,,,90,5,,20,Medium
USER,Is the train pet-friendly? My dog is my best travel companion.,,3.0,3.0,3.0,3.0,,,,3.0,90,6,3.0,11,Medium
SYSTEM,Yes it is pet-friendly. You may bring your dog on a short lead or in a basket 85x60x60cm. Would you like to make a reservation?,,,,,,,,,,90,7,,25,Medium
USER,Sounds great. Can you buy me two tickets?,Train-Inform,3.0,3.0,3.0,2.0,,Train,Inform,2.75,90,8,2.87,8,Medium
SYSTEM,Your booking was successful. You will be paying 35.20 at the station and your reference number is VAJDAW8J. Can I help you further?,Train-OfferBooked,,,,,,Train,OfferBooked,,90,9,,23,Medium
USER,What about the WiFi? I am assuming they have some sort of internet.,,3.0,3.0,3.0,3.0,,,,3.0,90,10,3.0,13,Medium
SYSTEM,"There is wifi service onboard the train, with the ID GreatNorthern_Wifi. Would you like any more information?",,,,,,,,,,90,11,,17,Medium
USER,"Yes, what is there for food?",,3.0,3.0,3.0,2.0,,,,2.75,90,12,2.87,6,Medium
SYSTEM,What type of food do you like ?,,,,,,,,,,90,13,,8,Medium
USER,"Did I say food? Sorry, I meant places to go. I'm looking for entertainment in the centre of town.",Attraction-Inform,3.0,2.0,3.0,3.0,,Attraction,Inform,2.75,90,14,2.71,19,Low
SYSTEM,"We have many available attractions in city centre. Would you be interested in a nightclub, cinema, theatre, or another type of entertainment?",Attraction-Inform,,,,,,Attraction,Inform,,90,15,,22,Medium
USER,What options do you have for entertainment?,Attraction-Inform,3.0,3.0,3.0,2.0,,Attraction,Inform,2.75,90,16,2.87,7,Medium
SYSTEM,"Sorry, there are no results for that query. Would you like to try a different area or type?",,,,,,,,,,90,17,,18,Medium
USER,I am looking for an attraction in the centre of the city.,Attraction-Inform,3.0,3.0,3.0,3.0,,Attraction,Inform,3.0,90,18,3.0,12,Medium
SYSTEM,I'm sorry we have no entertainment attractions in centre. Should I look for another type of attraction?,Attraction-NoOffer,,,,,,Attraction,NoOffer,,90,19,,17,Medium
USER,"Yes, let's try to find architecture instead. Can you recommend your favorite and tell me the address?",Attraction-Inform,3.0,3.0,3.0,2.0,,Attraction,Inform,2.75,90,20,2.87,17,Medium
SYSTEM,All saints church is a great architecture attraction on jesus lane. Entrance is free. Anything else today?,Attraction-Inform,,,,,,Attraction,Inform,,90,21,,17,Medium
USER,"Great, can I please have the address for All Saints church?",Attraction-Inform,3.0,3.0,3.0,2.0,,Attraction,Inform,2.75,90,22,2.87,11,Medium
SYSTEM,The address is jesus lane in centre.,Attraction-Inform,,,,,,Attraction,Inform,,90,23,,7,Medium
USER,Great! Thank you for all your help!,general-thank,3.0,3.0,3.0,2.0,,general,thank,2.75,90,24,2.87,7,Medium
SYSTEM,Is there anything else you need today?,general-reqmore,,,,,,general,reqmore,,90,25,,7,Medium
USER,"That is it for today, thank you. Bye",general-bye,2.0,4.0,2.0,2.0,,general,bye,2.5,90,26,2.58,8,Low
USER,OVERALL,,3.0,3.0,2.0,3.0,,,,2.75,90,27,2.71,1,Low
USER,"I'm looking for a high end restaurant in the centre, can you help me out?",Restaurant-Inform,3.0,4.0,3.0,4.0,3.0,Restaurant,Inform,3.4,91,0,3.41,15,High
SYSTEM,I have 33 restaurants that meet that criteria. Is there a certain type of food you are looking for?,Restaurant-Request,,,,,,Restaurant,Request,,91,1,,19,Medium
USER,I want one that serves light bites.,Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,91,2,3.12,7,Medium
SYSTEM,"I am sorry but not results came up with your criteria, would you like to try something else?",Restaurant-Request,,,,,,Restaurant,Request,,91,3,,18,Medium
USER,What about one that has Italian food?,Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,91,4,3.12,7,Medium
SYSTEM,"I have 4 restaurants that come up, based on that criteria. Would you like more information about them?",Restaurant-Inform,,,,,,Restaurant,Inform,,91,5,,18,Medium
USER,"That's okay, I'll just pick the first one. Can you make a reservation for 2 at 15:30 this Monday?",Restaurant-Inform,4.0,4.0,4.0,5.0,4.0,Restaurant,Inform,4.2,91,6,4.12,19,High
SYSTEM,I apologize booking was unsuccessful. Would you like me to try another restaurant?,Booking-NoBook,,,,,,Booking,NoBook,,91,7,,13,Medium
USER,"Yes, please try another one of the 4 restaurants you found.",Restaurant-Inform,3.0,3.0,3.0,4.0,3.0,Restaurant,Inform,3.2,91,8,3.12,11,Medium
SYSTEM,You are booked into the clowns cafe at 54 King Street City Centre. Your reference number is I0EPBDJ4. May I help you with anything else?,Booking-Book,,,,,,Booking,Book,,91,9,,25,Medium
USER,Can you tell me whether the Clowns Cafe has any gluten free dishes?,,3.0,3.0,3.0,4.0,3.0,,,3.2,91,10,3.12,13,Medium
SYSTEM,Clowns Cafe does not have any gluten free options on the menu. Do you have any other questions for me?,,,,,,,,,,91,11,,20,Medium
USER,Is it possible to pay with a credit card at this restaurant?,,3.0,4.0,3.0,4.0,3.0,,,3.4,91,12,3.41,12,High
SYSTEM,"Yes, you can pay with your credit card here. Any other questions about the establishment?",,,,,,,,,,91,13,,15,Medium
USER,Is Clowns Cafe a BYOB establishment?,,3.0,3.0,3.0,4.0,3.0,,,3.2,91,14,3.12,6,Medium
SYSTEM,"No, BYOB is not allowed at Clowns Cafe. Is there anything else I can provide?",,,,,,,,,,91,15,,15,Medium
USER,Thanks so much for your help,general-thank,4.0,4.0,4.0,4.0,3.0,general,thank,3.8,91,16,3.98,6,High
USER,OVERALL,,4.0,4.0,4.0,4.0,2.0,,,3.6,91,17,3.97,1,High
USER,I'm looking for a 2 star guesthouse in Cambridge. I am flexible on date. What would you recommend?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,92,0,3.0,18,Medium
SYSTEM,"I was unable to find any 2 star rated guesthouses, do you have another preference?",Hotel-NoOffer,,,,,,Hotel,NoOffer,,92,1,,15,Medium
USER,Could you try again? It should be in the north as well.,Hotel-Inform,2.0,2.0,2.0,4.0,,Hotel,Inform,2.5,92,2,2.25,12,Low
SYSTEM,No I am really sorry something else perhaps?,,,,,,,,,,92,3,,8,Medium
USER,What about a guesthouse in the north?,,3.0,1.0,3.0,3.0,,,,2.5,92,4,2.42,7,Low
SYSTEM,"I have found quite a number of matches, over 10, unless you have other specifications I would suggest the Worth House.",Hotel-Inform,,,,,,Hotel,Inform,,92,5,,21,Medium
USER,"I really need something 2-stars. If there are no guesthouses that meet that, can you try a hotel please?",Hotel-Inform,3.0,1.0,3.0,3.0,,Hotel,Inform,2.5,92,6,2.42,19,Low
SYSTEM,I have both the Ashley Hotel and the Lovell Lodge that meet your criteria. They are 2-starred hotels in the north area.,Hotel-Inform,,,,,,Hotel,Inform,,92,7,,22,Medium
USER,Do both hotels have free internet?,Hotel-Request,3.0,3.0,3.0,3.0,,Hotel,Request,3.0,92,8,3.0,6,Medium
SYSTEM,"Yes, both have free internet and free parking. Do you have a preference between the two?",Hotel-Select,,,,,,Hotel,Select,,92,9,,16,Medium
USER,Does the hotel front desks operate 24 hours?,,3.0,3.0,4.0,3.0,,,,3.25,92,10,3.29,8,Medium
SYSTEM,"No, the hotel front desk does not operate 24 hours. Anything else I can do for you?",,,,,,,,,,92,11,,17,Medium
USER,Does the Lovell Lodge have housekeeping everyday?,,3.0,3.0,4.0,3.0,,,,3.25,92,12,3.29,7,Medium
SYSTEM,Daily Housekeeping services isn't being provided at the Lovell Ldge. What else will you be needing?,,,,,,,,,,92,13,,16,Medium
USER,"Yes, The Lovell Lodge sounds nice. Can you give me the phone number and postcode please?",Hotel-Request,3.0,3.0,3.0,3.0,,Hotel,Request,3.0,92,14,3.0,16,Medium
SYSTEM,Of course. The phone number of Lovell Lodge is 01223425478 and their postcode is cb41sr.,Hotel-Inform,,,,,,Hotel,Inform,,92,15,,15,Medium
USER,I also need a train for Sunday departing Bishops Stortford.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,92,16,3.0,10,Medium
SYSTEM,Do you have a time by which you would like to leave or arrive?,Train-Request,,,,,,Train,Request,,92,17,,14,Medium
USER,I can't leave until after 17:45 and going to Cambridge,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,92,18,3.0,10,Medium
SYSTEM,The first train that leaves after 17:45 leaves at 19:29 and would arrive by 20:07. Would you like me to book seats on train TR0053 for you?,Train-OfferBook,,,,,,Train,OfferBook,,92,19,,27,Medium
USER,"Yes, I would like to book for 3 people please. Let me know the reference number, thank you.",Train-Request,4.0,3.0,4.0,3.0,,Train,Request,3.5,92,20,3.58,18,High
SYSTEM,"Your reference is 8JTOWQZC, do you need anything else?",Train-OfferBooked,,,,,,Train,OfferBooked,,92,21,,9,Medium
USER,"Yes, please give me a written confirmation of my train booking.",,3.0,3.0,3.0,3.0,,,,3.0,92,22,3.0,11,Medium
SYSTEM,You will receive an email confirmation shortly. Can I assist with anything else?,,,,,,,,,,92,23,,13,Medium
USER,No that is everything. Thank you for your help!,general-thank,3.0,3.0,4.0,3.0,,general,thank,3.25,92,24,3.29,9,Medium
USER,OVERALL,,3.0,2.0,3.0,3.0,,,,2.75,92,25,2.71,1,Low
USER,"Hello, I am looking for a place to stay in Cambridge.",general-greet,3.0,3.0,3.0,3.0,,general,greet,3.0,93,0,3.0,11,Medium
SYSTEM,"I can help with that. Do you have an area of town, or a price range in mind?",Hotel-Request,,,,,,Hotel,Request,,93,1,,18,Medium
USER,"I'm not picky about the area of town or the price, but I absolutely need free wifi!",Hotel-Inform,2.0,3.0,3.0,2.0,,Hotel,Inform,2.5,93,2,2.58,17,Low
SYSTEM,"Ok, almost all of the hotels have free wifi, do you have a star rating you would like?",Hotel-Request,,,,,,Hotel,Request,,93,3,,18,Medium
USER,I don't care.,,2.0,3.0,2.0,2.0,,,,2.25,93,4,2.29,3,Low
SYSTEM,"There are 32 hotels that have free wifi. Do you have any preference of price range or area, or should I choose one for you?",Hotel-Request,,,,,,Hotel,Request,,93,5,,25,Medium
USER,I would like a guesthouse type but the price range is not as important.,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,93,6,2.71,14,Low
SYSTEM,"How about the moderately priced Rosa's Bed and Breakfast? I also have 22 other entries, if you would prefer something else.",Hotel-Inform,,,,,,Hotel,Inform,,93,7,,21,Medium
USER,Does Rosa's Bed and Breakfast have a swimming pool?,,3.0,2.0,2.0,3.0,,,,2.5,93,8,2.42,9,Low
SYSTEM,"No, Rosa's has no swimming pool. Should I look at other options for you?",,,,,,,,,,93,9,,14,Medium
USER,Rosa's Bed and Breakfast sounds fine. Can you book it for 3 people arriving on Thursday for 5 nights?,Hotel-Inform,3.0,3.0,2.0,3.0,,Hotel,Inform,2.75,93,10,2.71,19,Low
SYSTEM,Yes I most certainly can! I have booked you into the Rosa and your reference number is 06D0FC6L.,Booking-Book,,,,,,Booking,Book,,93,11,,18,Medium
USER,Do you know if Rosa's wants guests to make parking reservations in advance?,,3.0,3.0,2.0,3.0,,,,2.75,93,12,2.71,13,Low
SYSTEM,You do not need to make reservations in advance. Will that be all for today?,,,,,,,,,,93,13,,15,Medium
USER,Yes I also need to book a train for 3 people on Thursday between Bishops Stortford and Cambridge arriving by 09:00.,Train-Inform,3.0,2.0,2.0,3.0,,Train,Inform,2.5,93,14,2.42,21,Low
SYSTEM,I have a 7:29 that gets into Cambridge at 8:07. I booked three people on this train per your instructions. The total cost is 30.29 pounds and your reference is 9AR1CBJM.,Train-OfferBooked,,,,,,Train,OfferBooked,,93,15,,31,Medium
USER,Can I cancel my train ticket if needed?,,3.0,3.0,2.0,3.0,,,,2.75,93,16,2.71,8,Low
SYSTEM,You can get a refund if the train is delayed or cancelled. Otherwise it is 12 GBP. Is there anything else I can help you with.,,,,,,,,,,93,17,,26,Medium
USER,Thank you very much for your help today.,general-thank,3.0,3.0,3.0,3.0,,general,thank,3.0,93,18,3.0,8,Medium
USER,OVERALL,,3.0,3.0,3.0,3.0,,,,3.0,93,19,3.0,1,Medium
USER,I really would like to try a japanese restaurant while in Cambridge.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,94,0,3.0,12,Medium
SYSTEM,Wagamama is a Japanese restaurant on 36 Saint Andres Street. Would you like me to make a reservation for you?,Restaurant-Inform,,,,,,Restaurant,Inform,,94,1,,20,Medium
USER,I'd like to treat myself. Is this in the expensive range?,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,94,2,3.0,11,Medium
SYSTEM,It is expensive. Shall I book it for you?,Restaurant-Inform,,,,,,Restaurant,Inform,,94,3,,9,Medium
USER,"Yes, if this restaurant is in the Centre. I also need the postcode and phone number please.",Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,94,4,3.0,17,Medium
SYSTEM,Of course. The phone is 01223462354 and the post code is cb23ar. Can I do anything else for you?,general-reqmore,,,,,,general,reqmore,,94,5,,19,Medium
USER,I also need a hotel in the cheap price range.,Hotel-Inform,3.0,3.0,2.0,,,Hotel,Inform,2.67,94,6,2.67,10,Low
SYSTEM,"I have located 2 hotel options, Alexander Bed and Breakfast and El Shaddai, both have internet and parking available. Would you like me to book one of these for you?",Hotel-Inform,,,,,,Hotel,Inform,,94,7,,30,Medium
USER,Yes I would like a room for 3 nights please.,,3.0,3.0,3.0,,,,,3.0,94,8,3.0,10,Medium
SYSTEM,"Sure, when would you like to stay?",Booking-Request,,,,,,Booking,Request,,94,9,,7,Medium
USER,The hotel I need should be in the same area as the restaurant and include free wifi.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,94,10,3.0,17,Medium
SYSTEM,"It is in the same area, and does have wifi. When would you like your stay to begin?",Booking-Request,,,,,,Booking,Request,,94,11,,18,Medium
USER,I would like my stay to begin on Tuesday.,Hotel-Inform,3.0,3.0,3.0,,,Hotel,Inform,3.0,94,12,3.0,9,Medium
SYSTEM,"I apologize, but the hotel isn't available for that amount of time. Please book another day or a shorter stay.",Booking-Request,,,,,,Booking,Request,,94,13,,20,Medium
USER,"Can you try to book the hotel for Tuesday for 2 people, 2 nights?",Hotel-Inform,3.0,3.0,1.0,,,Hotel,Inform,2.33,94,14,2.33,14,Low
SYSTEM,I'm sorry but the booking was unsuccessful. Is there an alternative date you would like to try?,Booking-Request,,,,,,Booking,Request,,94,15,,17,Medium
USER,"All right, can you try for just 1 night instead?",Hotel-Inform,3.0,3.0,1.0,,,Hotel,Inform,2.33,94,16,2.33,10,Low
SYSTEM,"I was able to book a stay for 1 night, Tuesday at the Alexander bed and breakfast. Your Reference number is : IUP56OAY. Can I help ypu with anything else?",Booking-Book,,,,,,Booking,Book,,94,17,,30,Medium
USER,Does Alexander bed and breakfast have a fitness center onsite?,,3.0,3.0,3.0,,,,,3.0,94,18,3.0,10,Medium
SYSTEM,The Alexander Bed and Breakfast does not offer an onsite fitness center at this time. Is that you need?,,,,,,,,,,94,19,,19,Medium
USER,Are there any age restrictions on who can check in for us?,,3.0,3.0,2.0,,,,,2.67,94,20,2.67,12,Low
SYSTEM,"In order to check into Alexander Bed and Breakfast, you must be at least 18 years old. Is there anything else I can help you with?",,,,,,,,,,94,21,,26,Medium
USER,What times can I check in at?,,3.0,3.0,3.0,,,,,3.0,94,22,3.0,7,Medium
SYSTEM,Guest check-in at this B&B begins at 3:00 (15:00 military time). Is there anything else I can help you with?,,,,,,,,,,94,23,,20,Medium
USER,That's all I need thanks.,general-thank,3.0,3.0,3.0,,,general,thank,3.0,94,24,3.0,5,Medium
USER,OVERALL,,3.0,3.0,2.0,,,,,2.67,94,25,2.67,1,Low
USER,I can't wait to get to Cambridge and try some of the restaurants I've heard about. Can you tell me about one of them? I think the name is Little Seoul.,Restaurant-Inform,4.0,3.0,3.0,,,Restaurant,Inform,3.33,95,0,3.33,31,High
SYSTEM,Little Seoul is a Korean restaurant in the city centre which is in the expensive price range. Would you like me to book a table for you?,Restaurant-Inform,,,,,,Restaurant,Inform,,95,1,,27,Medium
USER,Do you know if they have live music entertainment at this venue?,,4.0,3.0,3.0,,,,,3.33,95,2,3.33,12,High
SYSTEM,Live music is not offered there Do you wanna book it?,,,,,,,,,,95,3,,11,Medium
USER,"Yes, please. Table for 8 at 15:00 on wednesday.",Restaurant-Inform,4.0,3.0,3.0,,,Restaurant,Inform,3.33,95,4,3.33,9,High
SYSTEM,"I'm so sorry, but Little Seoul was unable to accommodate that reservation. Would you like to try a different day or time?",Booking-Request,,,,,,Booking,Request,,95,5,,22,Medium
USER,Can we do the same day at 14:00 instead?,Restaurant-Inform,3.0,4.0,3.0,,,Restaurant,Inform,3.33,95,6,3.33,9,High
SYSTEM,"The booking was successful, reference number is 0F3L674U",Booking-Book,,,,,,Booking,Book,,95,7,,8,Medium
USER,Great I also need to get a train on thursday leaving from cambridge.,Train-Inform,3.0,4.0,4.0,,,Train,Inform,3.67,95,8,3.67,13,High
SYSTEM,Where will you be wanting to go?,Train-Request,,,,,,Train,Request,,95,9,,7,Medium
USER,I'd like to arrive in Norwich by 13:15 if possible.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,95,10,3.0,10,Medium
SYSTEM,I have a train leaving cambridge at 11:36 and arriving in norwich by 12:55. Would you like me to book that for you today?,Train-OfferBook,,,,,,Train,OfferBook,,95,11,,24,Medium
USER,Is there any fee for parking at the train station there?,,3.0,3.0,3.0,,,,,3.0,95,12,3.0,11,Medium
SYSTEM,"It varies depending on the station, to be sure, check with your station onsite. Does the train mentioned earlier work for you?",,,,,,,,,,95,13,,22,Medium
